------+-------------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File             Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
   23 |  1 speedometer.s     23 | Comment     | 00 |         |    0 | 00/0000               | *-------------- EQUATES
   24 |  1 speedometer.s     24 | Empty       | 00 |         |    0 | 00/0000               |                                           
   25 |  1 speedometer.s     25 | Equivalence | 00 |         |    0 | 00/0000               | T0               =         0              
   26 |  1 speedometer.s     26 | Equivalence | 00 |         |    0 | 00/0000               | T1               =         1              
   27 |  1 speedometer.s     27 | Equivalence | 00 |         |    0 | 00/0000               | T2               =         2              
   28 |  1 speedometer.s     28 | Empty       | 00 |         |    0 | 00/0000               |                                           
   29 |  1 speedometer.s     29 | Equivalence | 00 |         |    0 | 00/0000               | FREQ_A2F0        =         0              
   30 |  1 speedometer.s     30 | Equivalence | 00 |         |    0 | 00/0000               | FREQ_A235        =         1              
   31 |  1 speedometer.s     31 | Equivalence | 00 |         |    0 | 00/0000               | FREQ_20MHZ       =         2              
   32 |  1 speedometer.s     32 | Equivalence | 00 |         |    0 | 00/0000               | FREQ_CUSTOM      =         3              
   33 |  1 speedometer.s     33 | Empty       | 00 |         |    0 | 00/0000               |                                           
   34 |  1 speedometer.s     34 | Equivalence | 00 |         |    0 | 00/0000               | T2_DISP_OFF      =         0              
   35 |  1 speedometer.s     35 | Equivalence | 00 |         |    0 | 00/0000               | T2_DISP_ON       =         1              
   36 |  1 speedometer.s     36 | Empty       | 00 |         |    0 | 00/0000               |                                           
   37 |  1 speedometer.s     37 | Equivalence | 00 |         |    0 | 00/0000               | FALSE            =         0              
   38 |  1 speedometer.s     38 | Equivalence | 00 |         |    0 | 00/0000               | TRUE             =         255            
   39 |  1 speedometer.s     39 | Empty       | 00 |         |    0 | 00/0000               |                                           
   40 |  1 speedometer.s     40 | Comment     | 00 |         |    0 | 00/0000               | *----------
   41 |  1 speedometer.s     41 | Empty       | 00 |         |    0 | 00/0000               |                                           
   42 |  1 speedometer.s     42 | Equivalence | 00 |         |    0 | 00/0000               | Debut            =         $00            
   43 |  1 speedometer.s     43 | Equivalence | 00 |         |    0 | 00/0000               | proDOS           =         $e100a8        
   44 |  1 speedometer.s     44 | Empty       | 00 |         |    0 | 00/0000               |                                           
   45 |  1 speedometer.s     45 | Comment     | 00 |         |    0 | 00/0000               | *----------
   46 |  1 speedometer.s     46 | Empty       | 00 |         |    0 | 00/0000               |                                           
   47 |  1 speedometer.s     47 | Code        | 00 |         |    1 | 00/0000 : 4B          |                  phk                      
   48 |  1 speedometer.s     48 | Code        | 00 |         |    1 | 00/0001 : AB          |                  plb                      
   49 |  1 speedometer.s     49 | Empty       | 00 |         |    0 | 00/0002               |                                           
   50 |  1 speedometer.s     50 | Code        | 00 |         |    1 | 00/0002 : 7B          |                  tdc                      
   51 |  1 speedometer.s     51 | Code        | 00 |  2      |    3 | 00/0003 : 8D 14 09    |                  sta       myDP           
   52 |  1 speedometer.s     52 | Empty       | 00 |         |    0 | 00/0006               |                                           
   53 |  1 speedometer.s     53 | Macro       | 00 |         |    0 | 00/0006               |                  _TLStartUp                 
   55 |  1 speedometer.s     53 | Code        | 00 |         |    3 | 00/0006 : A2 01 02    |                  LDX       #$201          ; load tool call #
   56 |  1 speedometer.s     53 | Code        | 00 |         |    4 | 00/0009 : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
   57 |  1 speedometer.s     54 | Code        | 00 |         |    1 | 00/000D : 48          |                  pha                      
   58 |  1 speedometer.s     55 | Macro       | 00 |         |    0 | 00/000E               |                  _MMStartUp                 
   60 |  1 speedometer.s     55 | Code        | 00 |         |    3 | 00/000E : A2 02 02    |                  LDX       #$202          ; load tool call #
   61 |  1 speedometer.s     55 | Code        | 00 |         |    4 | 00/0011 : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
   62 |  1 speedometer.s     56 | Code        | 00 |         |    1 | 00/0015 : 68          |                  pla                      
   63 |  1 speedometer.s     57 | Code        | 00 |  2      |    3 | 00/0016 : 8D 10 09    |                  sta       appID          
   64 |  1 speedometer.s     58 | Code        | 00 |         |    3 | 00/0019 : 09 00 01    |                  ora       #$0100         
   65 |  1 speedometer.s     59 | Code        | 00 |  2      |    3 | 00/001C : 8D 12 09    |                  sta       myID           
   66 |  1 speedometer.s     60 | Empty       | 00 |         |    0 | 00/001F               |                                           
   67 |  1 speedometer.s     61 | Macro       | 00 |         |    0 | 00/001F               |                  _MTStartUp                 
   69 |  1 speedometer.s     61 | Code        | 00 |         |    3 | 00/001F : A2 03 02    |                  LDX       #$203          ; load tool call #
   70 |  1 speedometer.s     61 | Code        | 00 |         |    4 | 00/0022 : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
   71 |  1 speedometer.s     62 | Macro       | 00 |         |    0 | 00/0026               |                  _TextStartUp                 
   73 |  1 speedometer.s     62 | Code        | 00 |         |    3 | 00/0026 : A2 0C 02    |                  LDX       #$20C          ; load tool call #
   74 |  1 speedometer.s     62 | Code        | 00 |         |    4 | 00/0029 : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
   75 |  1 speedometer.s     63 | Empty       | 00 |         |    0 | 00/002D               |                                           
   76 |  1 speedometer.s     64 | Macro       | 00 |         |    0 | 00/002D               |                  _IMStartUp                 
   78 |  1 speedometer.s     64 | Code        | 00 |         |    3 | 00/002D : A2 0B 02    |                  LDX       #$20B          ; load tool call #
   79 |  1 speedometer.s     64 | Code        | 00 |         |    4 | 00/0030 : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
   80 |  1 speedometer.s     65 | Empty       | 00 |         |    0 | 00/0034               |                                           
   81 |  1 speedometer.s     66 | Comment     | 00 |         |    0 | 00/0034               | * Get 64KB and make it our read buffer
   82 |  1 speedometer.s     67 | Empty       | 00 |         |    0 | 00/0034               |                                           
   83 |  1 speedometer.s     68 | Code        | 00 |         |    1 | 00/0034 : 48          |                  pha                      
   84 |  1 speedometer.s     69 | Code        | 00 |         |    1 | 00/0035 : 48          |                  pha                      
   85 |  1 speedometer.s     70 | Macro       | 00 |         |    0 | 00/0036               |                  PushLong  #$010000       
   89 |  1 speedometer.s     70 | Code        | 00 |         |    3 | 00/0036 : F4 01 00    |                  PEA       #^#$010000     
   96 |  1 speedometer.s     70 | Code        | 00 |         |    3 | 00/0039 : F4 00 00    |                  PEA       #$010000       
   99 |  1 speedometer.s     71 | Macro       | 00 |         |    0 | 00/003C               |                  PushWord  myID           
  104 |  1 speedometer.s     71 | Code        | 00 |  2      |    3 | 00/003C : AD 12 09    |                  LDA       myID           
  105 |  1 speedometer.s     71 | Code        | 00 |         |    1 | 00/003F : 48          |                  PHA                      
  107 |  1 speedometer.s     72 | Macro       | 00 |         |    0 | 00/0040               |                  PushWord  #%11000000_00011100
  109 |  1 speedometer.s     72 | Code        | 00 |         |    3 | 00/0040 : F4 1C C0    |                  PEA       #%11000000_00011100
  112 |  1 speedometer.s     73 | Macro       | 00 |         |    0 | 00/0043               |                  PushLong  #0             
  116 |  1 speedometer.s     73 | Code        | 00 |         |    3 | 00/0043 : F4 00 00    |                  PEA       #^#0           
  123 |  1 speedometer.s     73 | Code        | 00 |         |    3 | 00/0046 : F4 00 00    |                  PEA       #0             
  126 |  1 speedometer.s     74 | Macro       | 00 |         |    0 | 00/0049               |                  _NewHandle                 
  128 |  1 speedometer.s     74 | Code        | 00 |         |    3 | 00/0049 : A2 02 09    |                  LDX       #$902          ; load tool call #
  129 |  1 speedometer.s     74 | Code        | 00 |         |    4 | 00/004C : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  130 |  1 speedometer.s     75 | Code        | 00 |         |    1 | 00/0050 : 0B          |                  phd                      
  131 |  1 speedometer.s     76 | Code        | 00 |         |    1 | 00/0051 : 3B          |                  tsc                      
  132 |  1 speedometer.s     77 | Code        | 00 |         |    1 | 00/0052 : 5B          |                  tcd                      
  133 |  1 speedometer.s     78 | Code        | 00 |         |    2 | 00/0053 : A7 03       |                  lda       [3]            
  134 |  1 speedometer.s     79 | Code        | 00 |  2      |    3 | 00/0055 : 8D 16 09    |                  sta       ptrBUFFER      
  135 |  1 speedometer.s     80 | Code        | 00 |         |    3 | 00/0058 : A0 02 00    |                  ldy       #2             
  136 |  1 speedometer.s     81 | Code        | 00 |         |    2 | 00/005B : B7 03       |                  lda       [3],y          
  137 |  1 speedometer.s     82 | Code        | 00 |  2      |    3 | 00/005D : 8D 18 09    |                  sta       ptrBUFFER+2    
  138 |  1 speedometer.s     83 | Code        | 00 |         |    1 | 00/0060 : 2B          |                  pld                      
  139 |  1 speedometer.s     84 | Code        | 00 |         |    1 | 00/0061 : 7A          |                  ply                      
  140 |  1 speedometer.s     85 | Code        | 00 |  2      |    3 | 00/0062 : 8C 1A 09    |                  sty       haBUFFER       
  141 |  1 speedometer.s     86 | Code        | 00 |         |    1 | 00/0065 : FA          |                  plx                      
  142 |  1 speedometer.s     87 | Code        | 00 |  2      |    3 | 00/0066 : 8E 1C 09    |                  stx       haBUFFER+2     
  143 |  1 speedometer.s     88 | Empty       | 00 |         |    0 | 00/0069               |                                           
  144 |  1 speedometer.s     89 | Comment     | 00 |         |    0 | 00/0069               | *----------
  145 |  1 speedometer.s     90 | Empty       | 00 |         |    0 | 00/0069               |                                           
  146 |  1 speedometer.s     91 | Comment     | 00 |         |    0 | 00/0069               | *	PushLong	#myHEARTBEAT
  147 |  1 speedometer.s     92 | Comment     | 00 |         |    0 | 00/0069               | *	_SetHeartBeat
  148 |  1 speedometer.s     93 | Empty       | 00 |         |    0 | 00/0069               |                                           
  149 |  1 speedometer.s     94 | Comment     | 00 |         |    0 | 00/0069               | *----------
  150 |  1 speedometer.s     95 | Empty       | 00 |         |    0 | 00/0069               |                                           
  151 |  1 speedometer.s     96 | Macro       | 00 |         |    0 | 00/0069               |                  PushWord  #$00FF         
  153 |  1 speedometer.s     96 | Code        | 00 |         |    3 | 00/0069 : F4 FF 00    |                  PEA       #$00FF         
  156 |  1 speedometer.s     97 | Macro       | 00 |         |    0 | 00/006C               |                  PushWord  #$0080         
  158 |  1 speedometer.s     97 | Code        | 00 |         |    3 | 00/006C : F4 80 00    |                  PEA       #$0080         
  161 |  1 speedometer.s     98 | Macro       | 00 |         |    0 | 00/006F               |                  _SetInGlobals                 
  163 |  1 speedometer.s     98 | Code        | 00 |         |    3 | 00/006F : A2 0C 09    |                  LDX       #$90C          ; load tool call #
  164 |  1 speedometer.s     98 | Code        | 00 |         |    4 | 00/0072 : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  165 |  1 speedometer.s     99 | Macro       | 00 |         |    0 | 00/0076               |                  PushWord  #$00FF         
  167 |  1 speedometer.s     99 | Code        | 00 |         |    3 | 00/0076 : F4 FF 00    |                  PEA       #$00FF         
  170 |  1 speedometer.s    100 | Macro       | 00 |         |    0 | 00/0079               |                  PushWord  #$0080         
  172 |  1 speedometer.s    100 | Code        | 00 |         |    3 | 00/0079 : F4 80 00    |                  PEA       #$0080         
  175 |  1 speedometer.s    101 | Macro       | 00 |         |    0 | 00/007C               |                  _SetOutGlobals                 
  177 |  1 speedometer.s    101 | Code        | 00 |         |    3 | 00/007C : A2 0C 0A    |                  LDX       #$A0C          ; load tool call #
  178 |  1 speedometer.s    101 | Code        | 00 |         |    4 | 00/007F : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  179 |  1 speedometer.s    102 | Macro       | 00 |         |    0 | 00/0083               |                  PushWord  #$00FF         
  181 |  1 speedometer.s    102 | Code        | 00 |         |    3 | 00/0083 : F4 FF 00    |                  PEA       #$00FF         
  184 |  1 speedometer.s    103 | Macro       | 00 |         |    0 | 00/0086               |                  PushWord  #$0080         
  186 |  1 speedometer.s    103 | Code        | 00 |         |    3 | 00/0086 : F4 80 00    |                  PEA       #$0080         
  189 |  1 speedometer.s    104 | Macro       | 00 |         |    0 | 00/0089               |                  _SetErrGlobals                 
  191 |  1 speedometer.s    104 | Code        | 00 |         |    3 | 00/0089 : A2 0C 0B    |                  LDX       #$B0C          ; load tool call #
  192 |  1 speedometer.s    104 | Code        | 00 |         |    4 | 00/008C : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  193 |  1 speedometer.s    105 | Empty       | 00 |         |    0 | 00/0090               |                                           
  194 |  1 speedometer.s    106 | Macro       | 00 |         |    0 | 00/0090               |                  PushWord  #0             
  196 |  1 speedometer.s    106 | Code        | 00 |         |    3 | 00/0090 : F4 00 00    |                  PEA       #0             
  199 |  1 speedometer.s    107 | Macro       | 00 |         |    0 | 00/0093               |                  PushLong  #3             
  203 |  1 speedometer.s    107 | Code        | 00 |         |    3 | 00/0093 : F4 00 00    |                  PEA       #^#3           
  210 |  1 speedometer.s    107 | Code        | 00 |         |    3 | 00/0096 : F4 03 00    |                  PEA       #3             
  213 |  1 speedometer.s    108 | Macro       | 00 |         |    0 | 00/0099               |                  _SetInputDevice                 
  215 |  1 speedometer.s    108 | Code        | 00 |         |    3 | 00/0099 : A2 0C 0F    |                  LDX       #$F0C          ; load tool call #
  216 |  1 speedometer.s    108 | Code        | 00 |         |    4 | 00/009C : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  217 |  1 speedometer.s    109 | Macro       | 00 |         |    0 | 00/00A0               |                  PushWord  #0             
  219 |  1 speedometer.s    109 | Code        | 00 |         |    3 | 00/00A0 : F4 00 00    |                  PEA       #0             
  222 |  1 speedometer.s    110 | Macro       | 00 |         |    0 | 00/00A3               |                  PushLong  #3             
  226 |  1 speedometer.s    110 | Code        | 00 |         |    3 | 00/00A3 : F4 00 00    |                  PEA       #^#3           
  233 |  1 speedometer.s    110 | Code        | 00 |         |    3 | 00/00A6 : F4 03 00    |                  PEA       #3             
  236 |  1 speedometer.s    111 | Macro       | 00 |         |    0 | 00/00A9               |                  _SetOutputDevice                 
  238 |  1 speedometer.s    111 | Code        | 00 |         |    3 | 00/00A9 : A2 0C 10    |                  LDX       #$100C         ; load tool call #
  239 |  1 speedometer.s    111 | Code        | 00 |         |    4 | 00/00AC : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  240 |  1 speedometer.s    112 | Macro       | 00 |         |    0 | 00/00B0               |                  PushWord  #0             
  242 |  1 speedometer.s    112 | Code        | 00 |         |    3 | 00/00B0 : F4 00 00    |                  PEA       #0             
  245 |  1 speedometer.s    113 | Macro       | 00 |         |    0 | 00/00B3               |                  PushLong  #3             
  249 |  1 speedometer.s    113 | Code        | 00 |         |    3 | 00/00B3 : F4 00 00    |                  PEA       #^#3           
  256 |  1 speedometer.s    113 | Code        | 00 |         |    3 | 00/00B6 : F4 03 00    |                  PEA       #3             
  259 |  1 speedometer.s    114 | Macro       | 00 |         |    0 | 00/00B9               |                  _SetErrorDevice                 
  261 |  1 speedometer.s    114 | Code        | 00 |         |    3 | 00/00B9 : A2 0C 11    |                  LDX       #$110C         ; load tool call #
  262 |  1 speedometer.s    114 | Code        | 00 |         |    4 | 00/00BC : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  263 |  1 speedometer.s    115 | Empty       | 00 |         |    0 | 00/00C0               |                                           
  264 |  1 speedometer.s    116 | Macro       | 00 |         |    0 | 00/00C0               |                  PushWord  #0             
  266 |  1 speedometer.s    116 | Code        | 00 |         |    3 | 00/00C0 : F4 00 00    |                  PEA       #0             
  269 |  1 speedometer.s    117 | Macro       | 00 |         |    0 | 00/00C3               |                  _InitTextDev                 
  271 |  1 speedometer.s    117 | Code        | 00 |         |    3 | 00/00C3 : A2 0C 15    |                  LDX       #$150C         ; load tool call #
  272 |  1 speedometer.s    117 | Code        | 00 |         |    4 | 00/00C6 : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  273 |  1 speedometer.s    118 | Macro       | 00 |         |    0 | 00/00CA               |                  PushWord  #1             
  275 |  1 speedometer.s    118 | Code        | 00 |         |    3 | 00/00CA : F4 01 00    |                  PEA       #1             
  278 |  1 speedometer.s    119 | Macro       | 00 |         |    0 | 00/00CD               |                  _InitTextDev                 
  280 |  1 speedometer.s    119 | Code        | 00 |         |    3 | 00/00CD : A2 0C 15    |                  LDX       #$150C         ; load tool call #
  281 |  1 speedometer.s    119 | Code        | 00 |         |    4 | 00/00D0 : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  282 |  1 speedometer.s    120 | Macro       | 00 |         |    0 | 00/00D4               |                  PushWord  #2             
  284 |  1 speedometer.s    120 | Code        | 00 |         |    3 | 00/00D4 : F4 02 00    |                  PEA       #2             
  287 |  1 speedometer.s    121 | Macro       | 00 |         |    0 | 00/00D7               |                  _InitTextDev                 
  289 |  1 speedometer.s    121 | Code        | 00 |         |    3 | 00/00D7 : A2 0C 15    |                  LDX       #$150C         ; load tool call #
  290 |  1 speedometer.s    121 | Code        | 00 |         |    4 | 00/00DA : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  291 |  1 speedometer.s    122 | Empty       | 00 |         |    0 | 00/00DE               |                                           
  292 |  1 speedometer.s    123 | Comment     | 00 |         |    0 | 00/00DE               | *----------
  293 |  1 speedometer.s    124 | Empty       | 00 |         |    0 | 00/00DE               |                                           
  294 |  1 speedometer.s    125 | Macro       | 00 |         |    0 | 00/00DE               | mainLOOP         PushWord  #$0c           ; home
  296 |  1 speedometer.s    125 | Code        | 00 |         |    3 | 00/00DE : F4 0C 00    |                  PEA       #$0c           
  299 |  1 speedometer.s    126 | Macro       | 00 |         |    0 | 00/00E1               |                  _WriteChar                 
  301 |  1 speedometer.s    126 | Code        | 00 |         |    3 | 00/00E1 : A2 0C 18    |                  LDX       #$180C         ; load tool call #
  302 |  1 speedometer.s    126 | Code        | 00 |         |    4 | 00/00E4 : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  303 |  1 speedometer.s    127 | Empty       | 00 |         |    0 | 00/00E8               |                                           
  304 |  1 speedometer.s    128 | Macro       | 00 |         |    0 | 00/00E8               |                  PushLong  #strINTRO      
  308 |  1 speedometer.s    128 | Code        | 00 |  1 >>16 |    3 | 00/00E8 : F4 00 00    |                  PEA       #^#strINTRO    
  315 |  1 speedometer.s    128 | Code        | 00 |  2      |    3 | 00/00EB : F4 5F 05    |                  PEA       #strINTRO      
  318 |  1 speedometer.s    129 | Macro       | 00 |         |    0 | 00/00EE               |                  _WriteCString                 
  320 |  1 speedometer.s    129 | Code        | 00 |         |    3 | 00/00EE : A2 0C 20    |                  LDX       #$200C         ; load tool call #
  321 |  1 speedometer.s    129 | Code        | 00 |         |    4 | 00/00F1 : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  322 |  1 speedometer.s    130 | Empty       | 00 |         |    0 | 00/00F5               |                                           
  323 |  1 speedometer.s    131 | Macro       | 00 |         |    0 | 00/00F5               |                  PushWord  #0             ; wait for key
  325 |  1 speedometer.s    131 | Code        | 00 |         |    3 | 00/00F5 : F4 00 00    |                  PEA       #0             
  328 |  1 speedometer.s    132 | Macro       | 00 |         |    0 | 00/00F8               |                  PushWord  #1             ; echo char
  330 |  1 speedometer.s    132 | Code        | 00 |         |    3 | 00/00F8 : F4 01 00    |                  PEA       #1             
  333 |  1 speedometer.s    133 | Macro       | 00 |         |    0 | 00/00FB               |                  _ReadChar                 
  335 |  1 speedometer.s    133 | Code        | 00 |         |    3 | 00/00FB : A2 0C 22    |                  LDX       #$220C         ; load tool call #
  336 |  1 speedometer.s    133 | Code        | 00 |         |    4 | 00/00FE : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  337 |  1 speedometer.s    134 | Code        | 00 |         |    1 | 00/0102 : 68          |                  pla                      
  338 |  1 speedometer.s    135 | Code        | 00 |         |    3 | 00/0103 : 29 FF 00    |                  and       #$ff           ; mask bits 15-8
  339 |  1 speedometer.s    136 | Empty       | 00 |         |    0 | 00/0106               |                                           
  340 |  1 speedometer.s    137 | Code        | 00 |         |    3 | 00/0106 : C9 B1 00    |                  cmp       #"1"           
  341 |  1 speedometer.s    138 | Code        | 00 |         |    2 | 00/0109 : D0 03       |                  bne       noFREAD64K     
  342 |  1 speedometer.s    139 | Code        | 00 |  2      |    3 | 00/010B : 4C CE 01    |                  jmp       doFREAD64K     
  343 |  1 speedometer.s    140 | Empty       | 00 |         |    0 | 00/010E               |                                           
  344 |  1 speedometer.s    141 | Code        | 00 |         |    3 | 00/010E : C9 B2 00    | noFREAD64K       cmp       #"2"           
  345 |  1 speedometer.s    142 | Code        | 00 |         |    2 | 00/0111 : D0 03       |                  bne       noFREAD512B    
  346 |  1 speedometer.s    143 | Code        | 00 |  2      |    3 | 00/0113 : 4C 45 02    |                  jmp       doFREAD512B    
  347 |  1 speedometer.s    144 | Empty       | 00 |         |    0 | 00/0116               |                                           
  348 |  1 speedometer.s    145 | Code        | 00 |         |    3 | 00/0116 : C9 B3 00    | noFREAD512B      cmp       #"3"           
  349 |  1 speedometer.s    146 | Code        | 00 |         |    2 | 00/0119 : D0 03       |                  bne       noBREAD        
  350 |  1 speedometer.s    147 | Code        | 00 |  2      |    3 | 00/011B : 4C D1 02    |                  jmp       doBREAD        
  351 |  1 speedometer.s    148 | Empty       | 00 |         |    0 | 00/011E               |                                           
  352 |  1 speedometer.s    149 | Code        | 00 |         |    3 | 00/011E : C9 B4 00    | noBREAD          cmp       #"4"           
  353 |  1 speedometer.s    150 | Code        | 00 |         |    2 | 00/0121 : D0 03       |                  bne       noBTSLOT       
  354 |  1 speedometer.s    151 | Code        | 00 |  2      |    3 | 00/0123 : 4C 95 01    |                  jmp       setBTSLOT      
  355 |  1 speedometer.s    152 | Empty       | 00 |         |    0 | 00/0126               |                                           
  356 |  1 speedometer.s    153 | Code        | 00 |         |    3 | 00/0126 : C9 F1 00    | noBTSLOT         cmp       #"q"           
  357 |  1 speedometer.s    154 | Code        | 00 |         |    2 | 00/0129 : F0 2C       |                  beq       doQUIT         
  358 |  1 speedometer.s    155 | Code        | 00 |         |    3 | 00/012B : C9 D1 00    |                  cmp       #"Q"           
  359 |  1 speedometer.s    156 | Code        | 00 |         |    2 | 00/012E : F0 27       |                  beq       doQUIT         
  360 |  1 speedometer.s    157 | Empty       | 00 |         |    0 | 00/0130               |                                           
  361 |  1 speedometer.s    158 | Code        | 00 |  2      |    3 | 00/0130 : 4C DE 00    |                  jmp       mainLOOP       
  362 |  1 speedometer.s    159 | Empty       | 00 |         |    0 | 00/0133               |                                           
  363 |  1 speedometer.s    160 | Comment     | 00 |         |    0 | 00/0133               | *---------- End of routine, wait for key
  364 |  1 speedometer.s    161 | Empty       | 00 |         |    0 | 00/0133               |                                           
  365 |  1 speedometer.s    162 | Code        | 00 |         |    3 | 00/0133 : A9 02 00    | mainNEXT         lda       #{2}           
  366 |  1 speedometer.s    163 | Code        | 00 |  2      |    3 | 00/0136 : 20 B8 04    |                  jsr       stopTIMER2     
  367 |  1 speedometer.s    164 | Empty       | 00 |         |    0 | 00/0139               |                                           
  368 |  1 speedometer.s    165 | Macro       | 00 |         |    0 | 00/0139               |                  PushLong  #strBYE        
  372 |  1 speedometer.s    165 | Code        | 00 |  1 >>16 |    3 | 00/0139 : F4 00 00    |                  PEA       #^#strBYE      
  379 |  1 speedometer.s    165 | Code        | 00 |  2      |    3 | 00/013C : F4 2F 06    |                  PEA       #strBYE        
  382 |  1 speedometer.s    166 | Macro       | 00 |         |    0 | 00/013F               |                  _WriteCString                 
  384 |  1 speedometer.s    166 | Code        | 00 |         |    3 | 00/013F : A2 0C 20    |                  LDX       #$200C         ; load tool call #
  385 |  1 speedometer.s    166 | Code        | 00 |         |    4 | 00/0142 : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  386 |  1 speedometer.s    167 | Empty       | 00 |         |    0 | 00/0146               |                                           
  387 |  1 speedometer.s    168 | Macro       | 00 |         |    0 | 00/0146               |                  PushWord  #0             
  389 |  1 speedometer.s    168 | Code        | 00 |         |    3 | 00/0146 : F4 00 00    |                  PEA       #0             
  392 |  1 speedometer.s    169 | Macro       | 00 |         |    0 | 00/0149               |                  PushWord  #0             
  394 |  1 speedometer.s    169 | Code        | 00 |         |    3 | 00/0149 : F4 00 00    |                  PEA       #0             
  397 |  1 speedometer.s    170 | Macro       | 00 |         |    0 | 00/014C               |                  _ReadChar                 
  399 |  1 speedometer.s    170 | Code        | 00 |         |    3 | 00/014C : A2 0C 22    |                  LDX       #$220C         ; load tool call #
  400 |  1 speedometer.s    170 | Code        | 00 |         |    4 | 00/014F : 22 00 00 E1 |                  JSL       $E10000        ; go to dispatcher
  401 |  1 speedometer.s    171 | Code        | 00 |         |    1 | 00/0153 : 68          |                  pla                      
  402 |  1 speedometer.s    172 | Code        | 00 |  2      |    3 | 00/0154 : 4C DE 00    |                  jmp       mainLOOP       
  403 |  1 speedometer.s    173 | Empty       | 00 |         |    0 | 00/0157               |                                           
  404 |  1 speedometer.s    174 | Comment     | 00 |         |    0 | 00/0157               | *----------------------------
  405 |  1 speedometer.s    175 | Comment     | 00 |         |    0 | 00/0157               | * QUIT PROGRAM
  406 |  1 speedometer.s    176 | Comment     | 00 |         |    0 | 00/0157               | *----------------------------
  407 |  1 speedometer.s    177 | Empty       | 00 |         |    0 | 00/0157               |                                           
  408 |  1 speedometer.s    178 | Empty       | 00 |         |    0 | 00/0157               | doQUIT                                    
